source_id,city,title,publisher,bucket,source_type,access_url,api_url,licence,coverage_start,coverage_end,spatial_granularity,temporal_granularity,retrieved_at,refresh_policy,ingest_priority,known_limitations,raw_metadata_file,notes
6up2-gnw8,new_york,Bicycle and Pedestrian Count Sensors,NYC Open Data / City agency,foot traffic/sensors/mobility,Socrata table,https://data.cityofnewyork.us/api/views/6up2-gnw8,https://data.cityofnewyork.us/resource/6up2-gnw8.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,sensor/site,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Site metadata only. Value: count time-series anchors,raw_metadata/new_york__6up2-gnw8__page.json,
hxm3-23vy,new_york,E-Designations,NYC Open Data / City agency,environment/zoning/noise,Socrata table,https://data.cityofnewyork.us/api/views/hxm3-23vy,https://data.cityofnewyork.us/resource/hxm3-23vy.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,tax lot/designation,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Restriction layer not measured pollution. Value: parcel-level environmental constraints,raw_metadata/new_york__hxm3-23vy__page.json,
ebb7-mvp5,new_york,DSNY Monthly Tonnage Data,NYC Open Data / City agency,sanitation/material flows/economy,Socrata table,https://data.cityofnewyork.us/api/views/ebb7-mvp5,https://data.cityofnewyork.us/resource/ebb7-mvp5.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,monthly district/material,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Aggregated. Value: consumption/activity proxy,raw_metadata/new_york__ebb7-mvp5__page.json,
8znf-7b2c,new_york,DSNY Litter Basket Inventory,NYC Open Data / City agency,sanitation/public realm/assets,Socrata geospatial table,https://data.cityofnewyork.us/api/views/8znf-7b2c,https://data.cityofnewyork.us/resource/8znf-7b2c.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,asset/location,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Inventory may lag. Value: public realm service provision,raw_metadata/new_york__8znf-7b2c__page.json,
sxx4-xhzg,new_york,Public Recycling Bins,NYC Open Data / City agency,sanitation/public realm/assets,Socrata geospatial table,https://data.cityofnewyork.us/api/views/sxx4-xhzg,https://data.cityofnewyork.us/resource/sxx4-xhzg.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,bin/location,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Inventory not usage. Value: sustainability amenities,raw_metadata/new_york__sxx4-xhzg__page.json,
if26-z6xq,new_york,Food Scrap Drop-Off Locations in NYC,NYC Open Data / City agency,sanitation/organics/public realm,Socrata geospatial table,https://data.cityofnewyork.us/api/views/if26-z6xq,https://data.cityofnewyork.us/resource/if26-z6xq.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,site/location,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Locations change often. Value: organics infrastructure,raw_metadata/new_york__if26-z6xq__page.json,
hn5i-inap,new_york,Forestry Tree Points,NYC Open Data / City agency,trees/parks/open space,Socrata geospatial table,https://data.cityofnewyork.us/api/views/hn5i-inap,https://data.cityofnewyork.us/resource/hn5i-inap.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,tree point,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Methodology differs from census. Value: current tree asset layer,raw_metadata/new_york__hn5i-inap__page.json,
82zj-84is,new_york,Forestry Planting Spaces,NYC Open Data / City agency,trees/parks/open space,Socrata geospatial table,https://data.cityofnewyork.us/api/views/82zj-84is,https://data.cityofnewyork.us/resource/82zj-84is.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,planting site,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Opportunity not necessarily tree presence. Value: greening opportunity layer,raw_metadata/new_york__82zj-84is__page.json,
he6d-2qns,new_york,"Land Cover Raster Data 2017, 6-inch Resolution",NYC Open Data / City agency,land cover/imagery/environment,Socrata file/blob raster,https://data.cityofnewyork.us/api/views/he6d-2qns,https://data.cityofnewyork.us/resource/he6d-2qns.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,6-inch raster pixel,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Raster processing required. Value: impervious/canopy/open-space baseline,raw_metadata/new_york__he6d-2qns__page.json,
by9k-vhck,new_york,Tree Canopy Change 2010-2017,NYC Open Data / City agency,tree canopy/climate/imagery,Socrata file/blob,https://data.cityofnewyork.us/api/views/by9k-vhck,https://data.cityofnewyork.us/resource/by9k-vhck.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,raster/vector change,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Only 2010-2017 window. Value: direct vegetation-change layer,raw_metadata/new_york__by9k-vhck__page.json,
3bkj-34v2,new_york,NYC DOE Public School Location Information,NYC Open Data / City agency,schools/facilities/public services,Socrata href/external,https://data.cityofnewyork.us/api/views/3bkj-34v2,https://data.cityofnewyork.us/resource/3bkj-34v2.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,school/site,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Campus/co-location care needed. Value: school facility layer,raw_metadata/new_york__3bkj-34v2__page.json,
shkv-c3w7,new_york,School Zones Map 2024-2025,NYC Open Data / City agency,schools/boundaries,Socrata map/geospatial,https://data.cityofnewyork.us/api/views/shkv-c3w7,https://data.cityofnewyork.us/resource/shkv-c3w7.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,zone polygon,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,School-year specific. Value: education catchment geography,raw_metadata/new_york__shkv-c3w7__page.json,
gy3q-4tzp,new_york,Active NYC Health Code Regulated Child Care Programs,NYC Open Data / City agency,childcare/health/facilities,Socrata table,https://data.cityofnewyork.us/api/views/gy3q-4tzp,https://data.cityofnewyork.us/resource/gy3q-4tzp.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,program/site,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Active regulated only; geocoding. Value: family-service availability,raw_metadata/new_york__gy3q-4tzp__page.json,
dsg6-ifza,new_york,Childcare Center Inspections Historical,NYC Open Data / City agency,childcare/health/facilities,Socrata table,https://data.cityofnewyork.us/api/views/dsg6-ifza,https://data.cityofnewyork.us/resource/dsg6-ifza.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,inspection/program,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Inspection frequency varies. Value: facility quality/compliance,raw_metadata/new_york__dsg6-ifza__page.json,
5ery-qagt,new_york,School Cafeteria Inspections 2020-Present,NYC Open Data / City agency,schools/health/facilities,Socrata table,https://data.cityofnewyork.us/api/views/5ery-qagt,https://data.cityofnewyork.us/resource/5ery-qagt.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,inspection/school,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Inspection-specific. Value: public facility health compliance,raw_metadata/new_york__5ery-qagt__page.json,
qgea-i56i,new_york,NYPD Complaint Data Historic,NYC Open Data / City agency,crime/public safety,Socrata table,https://data.cityofnewyork.us/api/views/qgea-i56i,https://data.cityofnewyork.us/resource/qgea-i56i.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,complaint/offense,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Reported crime; location generalized. Value: public-safety context,raw_metadata/new_york__qgea-i56i__page.json,
5uac-w243,new_york,NYPD Complaint Data Current Year To Date,NYC Open Data / City agency,crime/public safety,Socrata table,https://data.cityofnewyork.us/api/views/5uac-w243,https://data.cityofnewyork.us/resource/5uac-w243.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,complaint/offense,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Current-year revised. Value: current public-safety signal,raw_metadata/new_york__5uac-w243__page.json,
uip8-fykc,new_york,NYPD Arrest Data Year to Date,NYC Open Data / City agency,crime/public safety,Socrata table,https://data.cityofnewyork.us/api/views/uip8-fykc,https://data.cityofnewyork.us/resource/uip8-fykc.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,arrest record,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Enforcement activity not crime incidence. Value: enforcement geography,raw_metadata/new_york__uip8-fykc__page.json,
76xm-jjuj,new_york,EMS Incident Dispatch Data,NYC Open Data / City agency,EMS/public safety/health,Socrata table,https://data.cityofnewyork.us/api/views/76xm-jjuj,https://data.cityofnewyork.us/resource/76xm-jjuj.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,dispatch incident,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Operational; location generalized. Value: emergency health demand,raw_metadata/new_york__76xm-jjuj__page.json,
tm6d-hbzd,new_york,Incidents Responded to by Fire Companies,NYC Open Data / City agency,fire/public safety,Socrata table,https://data.cityofnewyork.us/api/views/tm6d-hbzd,https://data.cityofnewyork.us/resource/tm6d-hbzd.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,company-incident,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,May duplicate by company. Value: fire/emergency burden,raw_metadata/new_york__tm6d-hbzd__page.json,
8m42-w767,new_york,Fire Incident Dispatch Data,NYC Open Data / City agency,fire/public safety,Socrata table,https://data.cityofnewyork.us/api/views/8m42-w767,https://data.cityofnewyork.us/resource/8m42-w767.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,dispatch incident,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Dispatch not final cause/outcome. Value: hazard/emergency response,raw_metadata/new_york__8m42-w767__page.json,
iiv7-jaj9,new_york,Fire Companies,NYC Open Data / City agency,fire/facilities/public services,Socrata table,https://data.cityofnewyork.us/api/views/iiv7-jaj9,https://data.cityofnewyork.us/resource/iiv7-jaj9.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,fire company/facility,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Roster not response surface. Value: public safety infrastructure,raw_metadata/new_york__iiv7-jaj9__page.json,
epne-qv9x,new_york,Hurricane Evacuation Zones,NYC Open Data / City agency,flood/coastal resiliency,Socrata geospatial table,https://data.cityofnewyork.us/api/views/epne-qv9x,https://data.cityofnewyork.us/resource/epne-qv9x.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,zone polygon,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Emergency planning zones not probability maps. Value: coastal-risk planning,raw_metadata/new_york__epne-qv9x__page.json,
uk9f-6y9n,new_york,Hurricane Inundation by Evacuation Zone,NYC Open Data / City agency,flood/coastal resiliency,Socrata geospatial table,https://data.cityofnewyork.us/api/views/uk9f-6y9n,https://data.cityofnewyork.us/resource/uk9f-6y9n.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,polygon,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,"Scenario-based, not observed flooding. Value: storm-surge exposure",raw_metadata/new_york__uk9f-6y9n__page.json,
hbw8-2bah,new_york,"Sea Level Rise Maps, 2050s 100-Year Floodplain",NYC Open Data / City agency,flood/sea level rise/resiliency,Socrata map/geospatial,https://data.cityofnewyork.us/api/views/hbw8-2bah,https://data.cityofnewyork.us/resource/hbw8-2bah.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,floodplain polygon,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Scenario/model assumptions. Value: future flood exposure,raw_metadata/new_york__hbw8-2bah__page.json,
8n8s-np59,new_york,2050s Sea Level Rise Projections,NYC Open Data / City agency,sea level rise/climate,Socrata table/map,https://data.cityofnewyork.us/api/views/8n8s-np59,https://data.cityofnewyork.us/resource/8n8s-np59.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,projection/scenario,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Assumptions must be documented. Value: future exposure annotation,raw_metadata/new_york__8n8s-np59__page.json,
qdq3-9eqn,new_york,Hyperlocal Temperature Monitoring,NYC Open Data / City agency,heat/climate/environment,Socrata table,https://data.cityofnewyork.us/api/views/qdq3-9eqn,https://data.cityofnewyork.us/resource/qdq3-9eqn.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,temperature observation/site,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Campaign coverage; not continuous network. Value: hyperlocal heat exposure,raw_metadata/new_york__qdq3-9eqn__page.json,
mrjc-v9pm,new_york,NYC Flood Vulnerability Index,NYC Open Data / City agency,flood/vulnerability/resiliency,Socrata table,https://data.cityofnewyork.us/api/views/mrjc-v9pm,https://data.cityofnewyork.us/resource/mrjc-v9pm.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,index geography,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Composite index not parcel hazard. Value: social/physical flood vulnerability,raw_metadata/new_york__mrjc-v9pm__page.json,
dpc8-z3jc,new_york,1 Foot Digital Elevation Model DEM,NYC Open Data / City agency,elevation/LiDAR/imagery,Socrata href/external raster,https://data.cityofnewyork.us/api/views/dpc8-z3jc,https://data.cityofnewyork.us/resource/dpc8-z3jc.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,1-foot raster,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Large raster/tiling needed. Value: flood/slope/3D analysis,raw_metadata/new_york__dpc8-z3jc__page.json,
7sc8-jtbz,new_york,Topobathymetric LiDAR Data 2017,NYC Open Data / City agency,LiDAR/coastal/elevation,Socrata href/external,https://data.cityofnewyork.us/api/views/7sc8-jtbz,https://data.cityofnewyork.us/resource/7sc8-jtbz.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,LiDAR/raster,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Large specialized files. Value: shoreline/elevation resilience layer,raw_metadata/new_york__7sc8-jtbz__page.json,
jxmq-5dde,new_york,NYC Orthoimagery Tile Index,NYC Open Data / City agency,imagery/tile index,Socrata file/blob,https://data.cityofnewyork.us/api/views/jxmq-5dde,https://data.cityofnewyork.us/resource/jxmq-5dde.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,tile index,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Index only; imagery fetched separately. Value: imagery ingestion by tile/year,raw_metadata/new_york__jxmq-5dde__page.json,
kmt4-jkta,new_york,Imagery and Map Services,NYC Open Data / City agency,imagery/map services/source provenance,Socrata href,https://data.cityofnewyork.us/api/views/kmt4-jkta,https://data.cityofnewyork.us/resource/kmt4-jkta.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,service endpoint,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Requires GIS client/API handling. Value: official map-service entry point,raw_metadata/new_york__kmt4-jkta__page.json,
ruf7-3wgc,new_york,NYC Community Boards,NYC Open Data / City agency,boundaries/community boards,Socrata geospatial table,https://data.cityofnewyork.us/api/views/ruf7-3wgc,https://data.cityofnewyork.us/resource/ruf7-3wgc.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,community board polygon,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Administrative geography/vintage caveats. Value: civic planning aggregation boundary,raw_metadata/new_york__ruf7-3wgc__page.json,
5crt-au7u,new_york,Community Districts,NYC Open Data / City agency,boundaries/community districts,Socrata geospatial table,https://data.cityofnewyork.us/api/views/5crt-au7u,https://data.cityofnewyork.us/resource/5crt-au7u.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,community district polygon,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Boundary vintages should be versioned. Value: standard planning aggregation,raw_metadata/new_york__5crt-au7u__page.json,
872g-cjhh,new_york,City Council Districts,NYC Open Data / City agency,boundaries/council districts,Socrata geospatial table,https://data.cityofnewyork.us/api/views/872g-cjhh,https://data.cityofnewyork.us/resource/872g-cjhh.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,council district polygon,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Redistricting vintages matter. Value: political representation boundary,raw_metadata/new_york__872g-cjhh__page.json,
jgqm-ccbd,new_york,"City Council Districts, Water Areas Included",NYC Open Data / City agency,boundaries/council districts/water,Socrata geospatial table,https://data.cityofnewyork.us/api/views/jgqm-ccbd,https://data.cityofnewyork.us/resource/jgqm-ccbd.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,council district polygon,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Use carefully with land-only metrics. Value: waterfront/coastal district views,raw_metadata/new_york__jgqm-ccbd__page.json,
mifw-tguq,new_york,Voting/Poll Sites,NYC Open Data / City agency,civic facilities/elections,Socrata table/geospatial,https://data.cityofnewyork.us/api/views/mifw-tguq,https://data.cityofnewyork.us/resource/mifw-tguq.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,polling site,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Election-cycle dependent. Value: civic access geography,raw_metadata/new_york__mifw-tguq__page.json,
5zyy-y8am,new_york,NYC Building Energy and Water Data Disclosure for Local Law 84 2023 to Present,NYC Open Data / Department of Buildings,building energy/emissions/water/environment,Socrata table,https://data.cityofnewyork.us/api/views/5zyy-y8am,https://data.cityofnewyork.us/resource/5zyy-y8am.json,Requires source-level review; catalog notes may indicate OGL/NYC Open Data Terms or local portal terms.,,,building/BBL/BIN/address,snapshot / update frequency varies,2026-04-28T14:31:42.754648+00:00,,,Benchmarking universe only; owner-reported and annual; older years may be separate datasets. Value: key building performance and climate-policy layer,raw_metadata/new_york__5zyy-y8am__page.json,
nyc-hue-nyc-map-tiles-orthophotos-and-aerial-photo-history,new_york,Historical Urban Event Evidence Catalog - NYC Map Tiles orthophotos and aerial photo history,NYC Open Data / NYC agency source family,planning/development,pdf_curated_source_family,https://maps.nyc.gov/tiles/,,CC BY 4.0.,,,Raster tiles and imagery by capture cycle.,Basemap/service updates; imagery by capture cycle.,2026-04-29T16:09:13+01:00,Basemap/service updates; imagery by capture cycle.,mvp,Gold-standard visual before/after evidence and parcel-adjacent context. Recent vintages are true orthos; older vintages remain valuable context.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
nyc-hue-nyc-planimetrics-and-3d-model,new_york,Historical Urban Event Evidence Catalog - NYC planimetrics and 3D model,NYC Open Data / NYC agency source family,planning/development,pdf_curated_source_family,https://data.cityofnewyork.us/City-Government/NYC-3D-Model-by-Community-District/u5j4-zxpn,,NYC Open Data terms.,,,Buildings and community districts.,"Periodic, not continuous.",2026-04-29T16:09:13+01:00,"Periodic, not continuous.",mvp,"Useful for building snapshots and morphology. Confidence high for 3D snapshot, medium for long historical footprint continuity until each vintage is checked.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: medium-high.
nyc-hue-pluto-mappluto-and-land-use-lot-files,new_york,Historical Urban Event Evidence Catalog - PLUTO / MapPLUTO and land-use lot files,NYC Open Data / NYC agency source family,planning/development,pdf_curated_source_family,https://data.cityofnewyork.us/search?query=PLUTO%20MapPLUTO,,NYC Open Data unrestricted reuse stated in portal FAQ; verify dataset-level metadata.,,,Tax lot.,Generally annual vintage releases.,2026-04-29T16:09:13+01:00,Generally annual vintage releases.,mvp,"Core layer for zoning, built FAR, land use, year built, units, lot area, and BBL linkage.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: medium-high.
nyc-hue-digital-tax-map-tax-lot-geometry,new_york,Historical Urban Event Evidence Catalog - Digital Tax Map / tax lot geometry,NYC Open Data / NYC agency source family,planning/development,pdf_curated_source_family,https://data.cityofnewyork.us/Housing-Development/Department-of-Finance-Digital-Tax-Map/smk3-tmxj,,NYC Open Data terms.,,,"Tax lot, tax block, lot face.",Maintained extracts from DOF systems.,2026-04-29T16:09:13+01:00,Maintained extracts from DOF systems.,mvp,"Essential for parcel joins, BBL linkage, and event footprints.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
nyc-hue-dob-construction-filings-and-permits,new_york,Historical Urban Event Evidence Catalog - DOB construction filings and permits,NYC Open Data / NYC agency source family,planning/development,pdf_curated_source_family,https://data.cityofnewyork.us/Housing-Development/DOB-Job-Application-Filings/ic3t-wcy2,,NYC Open Data terms.,,,"Address, BIN, BBL, job, permit.",Ongoing.,2026-04-29T16:09:13+01:00,Ongoing.,mvp,"Core construction-administration stream for filings, permits, and approvals.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
nyc-hue-certificates-of-occupancy-and-housing-delivery-rollups,new_york,Historical Urban Event Evidence Catalog - Certificates of occupancy and housing delivery rollups,NYC Open Data / NYC agency source family,planning/development,pdf_curated_source_family,https://data.cityofnewyork.us/Housing-Development/DOB-Certificate-Of-Occupancy/bs8b-p36w,,NYC Open Data terms.,,,"Building, block, tract.",Ongoing for CO modules; periodic housing rollups.,2026-04-29T16:09:13+01:00,Ongoing for CO modules; periodic housing rollups.,mvp,Best proxy for “building became usable” or “housing units delivered.”,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
nyc-hue-zoning-environmental-review-and-land-use-documents,new_york,"Historical Urban Event Evidence Catalog - Zoning, environmental review, and land-use documents",NYC Open Data / NYC agency source family,planning/development,pdf_curated_source_family,https://zap.planning.nyc.gov/,,Agency site terms; public documents should be handled carefully for personal data.,,,"Project, application, document.",Live / portal updates.,2026-04-29T16:09:13+01:00,Live / portal updates.,mvp,"Best for public rationale, consultations, impact studies, mitigation promises, and timelines.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
nyc-hue-street-network-and-roadway-geometry,new_york,Historical Urban Event Evidence Catalog - Street network and roadway geometry,NYC Open Data / NYC agency source family,transport/mobility,pdf_curated_source_family,https://data.cityofnewyork.us/City-Government/Centerline/inkn-q76z,,NYC Open Data terms.,,,Segment-level geometry.,Maintained.,2026-04-29T16:09:13+01:00,Maintained.,mvp,"Backbone for geocoding road events, traffic counts, curb changes, and transit links.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
nyc-hue-traffic-volume-and-vehicle-composition,new_york,Historical Urban Event Evidence Catalog - Traffic volume and vehicle composition,NYC Open Data / NYC agency source family,transport/mobility,pdf_curated_source_family,https://data.cityofnewyork.us/Transportation/Traffic-Volume-Counts-Historical-/btm5-ppia,,NYC Open Data terms.,,,Count location and segment.,"Periodic surveys, not continuous sensors.",2026-04-29T16:09:13+01:00,"Periodic surveys, not continuous sensors.",mvp,Good for before/after traffic volume and mode mix. Use repeated nearby stations; do not assume full continuity.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
nyc-hue-transit-metadata-and-real-time-routes,new_york,Historical Urban Event Evidence Catalog - Transit metadata and real-time routes,Metropolitan Transportation Authority / Open NY,transport/mobility,pdf_curated_source_family,https://api.mta.info/,,MTA / Open NY terms.,,,"Route, trip, stop, vehicle position, service alert.",Static feeds plus live APIs.,2026-04-29T16:09:13+01:00,Static feeds plus live APIs.,mvp,"Strong for route-change detection, stop inventories, service availability, and live operational overlays.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
nyc-hue-transit-ridership-and-station-access,new_york,Historical Urban Event Evidence Catalog - Transit ridership and station access,Metropolitan Transportation Authority / Open NY,transport/mobility,pdf_curated_source_family,https://data.ny.gov/Transportation/MTA-Subway-Hourly-Ridership-2020-2024/wujg-7c2s,,Open NY terms.,,,"Station complex, turnstile control area, entrance.",Daily to hourly depending on feed.,2026-04-29T16:09:13+01:00,Daily to hourly depending on feed.,mvp,"Powerful for demand deltas, but 2020-era pandemic disruption must be treated as a special context caveat.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
nyc-hue-311-complaints-and-service-requests,new_york,Historical Urban Event Evidence Catalog - 311 complaints and service requests,NYC Open Data / NYC agency source family,civic sentiment/consultation,pdf_curated_source_family,https://data.cityofnewyork.us/resource/erm2-nwe9.json?$limit=5,,NYC Open Data has no general restrictions on reuse; privacy care required.,,,"Point/address, complaint type, timestamp.",Near-continuous.,2026-04-29T16:09:13+01:00,Near-continuous.,mvp,One of the best public-opinion and nuisance-change proxies available. Minimize exposure of sensitive complaint text/location combinations.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
nyc-hue-employment-population-and-census,new_york,"Historical Urban Event Evidence Catalog - Employment, population, and census",U.S. Census Bureau,economy/demographics,pdf_curated_source_family,https://lehd.ces.census.gov/data/,,U.S. Census federal data is generally public domain; preserve Census API terms and margins of error.,,,Census tract/block group/place/county and workplace-residence geographies.,Annual / decennial depending source.,2026-04-29T16:09:13+01:00,Annual / decennial depending source.,mvp,"Core for jobs, commuting, demographic and socioeconomic baselines.",data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: high.
nyc-hue-sales-valuations-and-rent-context,new_york,"Historical Urban Event Evidence Catalog - Sales, valuations, and rent context",NYC Open Data / NYC agency source family,housing/property market,pdf_curated_source_family,https://data.cityofnewyork.us/City-Government/NYC-Citywide-Annualized-Calendar-Sales-Update/w2pb-icbu,,NYC Open Data terms; survey/report products have their own usage conventions.,,,"Property, borough, neighborhood, survey geography.","Annual, triennial, or report-cycle.",2026-04-29T16:09:13+01:00,"Annual, triennial, or report-cycle.",mvp,High confidence for sales/assessments; medium-high for rent outcomes because they rely on survey/report families.,data/evidence-catalog/historical_urban_event_evidence_catalog.json,Extracted from attached Historical Urban Event Evidence Data Catalog PDF. Confidence: medium-high.
